text,date,source,month,year,BRIscore,BRIsentiment,tokenized_text
who celebrated the mi 17 crashed the most it was infact india themselves they say it was deserved and karma for what happened in nagaland,2022-01-15T23:18:44Z,youtube,1,2022,0,Neutral,"['celebrated', 'mi', '17', 'crashed', 'infact', 'india', 'say', 'deserved', 'karma', 'happened', 'nagaland']"
lndian holds the unbreakable world record for the longest time being colinized and by the most countries with the british alone responsible for looting 45 trillion amp thence 18 billion indians died from deprivation from 1757 1947,2022-01-15T23:18:41Z,youtube,1,2022,0,Neutral,"['lndian', 'hold', 'unbreakable', 'world', 'record', 'longest', 'time', 'colinized', 'country', 'with', 'british', 'alone', 'responsible', 'looting', '45', 'trillion', 'amp', 'thence', '18', 'billion', 'indian', 'died', 'deprivation', '1757', '1947']"
the only time the lndian military gets worldwide recognition is when they screw up and wrecked all their commanders in one go like the chopper crashed last month that the whole world enjoyed watching,2022-01-15T23:18:35Z,youtube,1,2022,0,Neutral,"['time', 'lndian', 'military', 'get', 'worldwide', 'recognition', 'screw', 'wrecked', 'commander', 'one', 'go', 'like', 'chopper', 'crashed', 'last', 'month', 'whole', 'world', 'enjoyed', 'watching']"
no matter if it39s french russia39s or america39s weapons in lndia39s inept littie hands they can only screw themselves over like the chopper crashed everyone in the world enjoyed watching last month,2022-01-15T23:18:32Z,youtube,1,2022,0,Neutral,"['no', 'matter', 'it39s', 'french', 'russia39s', 'america39s', 'weapon', 'lndia39s', 'inept', 'littie', 'hand', 'screw', 'like', 'chopper', 'crashed', 'everyone', 'world', 'enjoyed', 'watching', 'last', 'month']"
saddest thing was that wasn39t the last lndian military failure of this year 25th december christmas day an lndian mig 21 crashed pilot dead,2022-01-15T23:18:21Z,youtube,1,2022,0,Neutral,"['saddest', 'thing', 'wasn39t', 'last', 'lndian', 'military', 'failure', 'year', '25th', 'december', 'christmas', 'day', 'lndian', 'mig', '21', 'crashed', 'pilot', 'dead']"
no matter if it39s french russia39s or america39s weapons in lndia39s inept hands they can only screw themselves over like the chopper crashed everyone in the world enjoyed watching last month,2022-01-15T23:18:18Z,youtube,1,2022,0,Neutral,"['no', 'matter', 'it39s', 'french', 'russia39s', 'america39s', 'weapon', 'lndia39s', 'inept', 'hand', 'screw', 'like', 'chopper', 'crashed', 'everyone', 'world', 'enjoyed', 'watching', 'last', 'month']"
the only time the lndian military gets worldwide recognition is when they screw up and wrecked all their commanders in one go,2022-01-15T23:18:15Z,youtube,1,2022,-0.1027,Negative,"['time', 'lndian', 'military', 'get', 'worldwide', 'recognition', 'screw', 'wrecked', 'commander', 'one', 'go']"
im not wrong when i keep saying lndia39s military is only capable of hurting themselves i said this way before the chopper crash and now another lndian mig 21 pilot lost his life on christmas day,2022-01-15T23:18:04Z,youtube,1,2022,-0.3707,Negative,"['im', 'not', 'wrong', 'keep', 'saying', 'lndia39s', 'military', 'capable', 'hurting', 'said', 'way', 'chopper', 'crash', 'another', 'lndian', 'mig', '21', 'pilot', 'lost', 'life', 'christmas', 'day']"
"china and india39s military both made frontpage headlines in every country recently china   hypersonic missilesbrindia   helicopter crash china made headlines for their breakthrough innovations the only time lndian military can make headline is when they screw up so badly",2022-01-15T23:18:00Z,youtube,1,2022,0,Neutral,"['china', 'india39s', 'military', 'made', 'frontpage', 'headline', 'every', 'country', 'recently', 'china', 'hypersonic', 'missile', 'brindia', 'helicopter', 'crash', 'china', 'made', 'headline', 'breakthrough', 'innovation', 'time', 'lndian', 'military', 'make', 'headline', 'screw', 'badly']"
lndian rupee is asia39s weakest currency on top of that lndia is ranked 101116 in the starving index,2022-01-15T23:17:49Z,youtube,1,2022,-0.6486,Negative,"['lndian', 'rupee', 'asia39s', 'weakest', 'currency', 'top', 'lndia', 'ranked', '101116', 'starving', 'index']"
india39s national space agency isro failed their most important amp costly satellite launch on their most expensive and advance rocket the gslv mk 2 on the 12 august 2021 both rocket and payload exploded and burned up during re entry and lndia are planning to put their astronauts on this rocket,2022-01-15T23:17:45Z,youtube,1,2022,0,Neutral,"['india39s', 'national', 'space', 'agency', 'isro', 'failed', 'important', 'amp', 'costly', 'satellite', 'launch', 'expensive', 'advance', 'rocket', 'gslv', 'mk', '2', '12', 'august', '2021', 'rocket', 'payload', 'exploded', 'burned', 'entry', 'lndia', 'planning', 'put', 'astronaut', 'rocket']"
how everyone reacted to india39s military news that went viral worldwidewhy is the lndian military so inept they keep screwing up causing suffering pain and damage only to themselves and embarrassing their country all the time,2022-01-15T23:17:38Z,youtube,1,2022,0,Neutral,"['everyone', 'reacted', 'india39s', 'military', 'news', 'went', 'viral', 'worldwidewhy', 'lndian', 'military', 'inept', 'keep', 'screwing', 'causing', 'suffering', 'pain', 'damage', 'embarrassing', 'country', 'time']"
china and india39s military both made frontpage headlines in every country recently china   hypersonic missiles defying physics maneuverable unstoppable evade all tracking radars india   helicopter crash with literally every important military personnel most senior commander captain general officers chief squadron leader all onboard,2022-01-15T23:17:35Z,youtube,1,2022,0,Neutral,"['china', 'india39s', 'military', 'made', 'frontpage', 'headline', 'every', 'country', 'recently', 'china', 'hypersonic', 'missile', 'defying', 'physic', 'maneuverable', 'unstoppable', 'evade', 'tracking', 'radar', 'india', 'helicopter', 'crash', 'with', 'literally', 'every', 'important', 'military', 'personnel', 'senior', 'commander', 'captain', 'general', 'officer', 'chief', 'squadron', 'leader', 'onboard']"
"india39s inept military is only good at 3 thingsbr1   losing and crying   already lost territories 43180 sq km to china still cry about it till this daybr2   screwing up and causing suffering pain and damage to themselves nothing more mi 17br3   losing and crying   they lost so much they became an expert at it",2022-01-15T23:17:31Z,youtube,1,2022,0,Neutral,"['india39s', 'inept', 'military', 'good', '3', 'thing', 'br1', 'losing', 'cry', 'already', 'lost', 'territory', '43180', 'sq', 'km', 'china', 'still', 'cry', 'till', 'day', 'br2', 'screwing', 'causing', 'suffering', 'pain', 'damage', 'nothing', 'mi', '17', 'br3', 'losing', 'cry', 'lost', 'much', 'became', 'expert']"
modi was begging furiously and ferociously at the g20 summit last time he returned to his homeland proud as a tiger with a world record of 30 new masters,2022-01-15T23:17:28Z,youtube,1,2022,-0.2263,Negative,"['modi', 'begging', 'furiously', 'ferociously', 'g20', 'summit', 'last', 'time', 'returned', 'homeland', 'proud', 'tiger', 'with', 'world', 'record', '30', 'new', 'master']"
modi was begging furiously and ferociously at the g20 summit last time he proudly returned to his homeland with a world record of 30 new masters this time,2022-01-15T23:17:24Z,youtube,1,2022,-0.1027,Negative,"['modi', 'begging', 'furiously', 'ferociously', 'g20', 'summit', 'last', 'time', 'proudly', 'returned', 'homeland', 'with', 'world', 'record', '30', 'new', 'master', 'time']"
ah yes some indians miss having the white man39s boots on their neck so doing the work for the west  the reporting would be credible if it wasn39t for the fact that bchinab can39t build roads to euro without european co operations  it would make sense if a small country say laos was pressured to accept the deal but i think germany france and many other western european countries are not weak  lastly the so called victim countries also barrow from western banks as well  ah conservative indians love rubbing elbows with white power structure while most indians sleep on dirt,2022-01-15T09:48:54Z,youtube,1,2022,0,Neutral,"['ah', 'yes', 'indian', 'miss', 'white', 'man39s', 'boot', 'neck', 'work', 'west', 'reporting', 'would', 'credible', 'wasn39t', 'fact', 'bchinab', 'can39t', 'build', 'road', 'euro', 'without', 'european', 'co', 'operation', 'would', 'make', 'sense', 'small', 'country', 'say', 'lao', 'pressured', 'accept', 'deal', 'think', 'germany', 'france', 'many', 'western', 'european', 'country', 'not', 'weak', 'lastly', 'called', 'victim', 'country', 'also', 'barrow', 'western', 'bank', 'well', 'ah', 'conservative', 'indian', 'love', 'rubbing', 'elbow', 'with', 'white', 'power', 'structure', 'indian', 'sleep', 'dirt']"
i love her reportingjust like tucker carlson in the usathey should get together,2022-01-15T01:05:00Z,youtube,1,2022,0,Neutral,"['love', 'reportingjust', 'like', 'tucker', 'carlson', 'usathey', 'get', 'together']"
china is different from other big bullies in the history that39s the main reason why china fell apart many times but always reunited again and again to survive 5000 years while other big empires just disappeared immediately after its collapse the core of chinese culture is two words 39 39 and 39 39,2022-01-14T12:34:24Z,youtube,1,2022,-0.7684,Negative,"['china', 'different', 'big', 'bully', 'history', 'that39s', 'main', 'reason', 'china', 'fell', 'apart', 'many', 'time', 'always', 'reunited', 'survive', '5000', 'year', 'big', 'empire', 'disappeared', 'immediately', 'collapse', 'core', 'chinese', 'culture', 'two', 'word', '39', '39', '39', '39']"
world domination plan is dead now any apart of world china was rejected,2022-01-08T11:58:06Z,youtube,1,2022,-0.8316,Negative,"['world', 'domination', 'plan', 'dead', 'apart', 'world', 'china', 'rejected']"
pr china hit really hard westward and reach the mediterranean superpower and world domination status guaranteed,2022-01-05T23:29:12Z,youtube,1,2022,-0.2698,Negative,"['pr', 'china', 'hit', 'really', 'hard', 'westward', 'reach', 'mediterranean', 'superpower', 'world', 'domination', 'status', 'guaranteed']"
china is just visble or tip of ice berg  palki  go nd dig more deep,2022-01-04T00:50:41Z,youtube,1,2022,0,Neutral,"['china', 'visble', 'tip', 'ice', 'berg', 'palki', 'go', 'nd', 'dig', 'deep']"
one bild one road block hahhahahh,2022-01-02T13:33:58Z,youtube,1,2022,-0.4404,Negative,"['one', 'bild', 'one', 'road', 'block', 'hahhahahh']"
you guys are just jealous and cannot compete with china,2021-12-31T23:49:56Z,youtube,12,2021,0,Neutral,"['guy', 'jealous', 'not', 'compete', 'with', 'china']"
fuk abc nbc cbs i mean  should you even ask me why  shes on some walter cronkite ish she is fierce and pissed at the bull ish,2021-12-31T01:40:40Z,youtube,12,2021,0,Neutral,"['fuk', 'abc', 'nbc', 'cbs', 'mean', 'even', 'ask', 'shes', 'walter', 'cronkite', 'ish', 'fierce', 'pissed', 'bull', 'ish']"
i didn39t realize how 10 minutes just passed i am just amazed by your reporting ma39am  thank you so much  this seemed like an interesting story  face with tears of joy face with tears of joy,2021-12-30T16:55:45Z,youtube,12,2021,0,Neutral,"['didn39t', 'realize', '10', 'minute', 'passed', 'amazed', 'reporting', 'ma39am', 'thank', 'much', 'seemed', 'like', 'interesting', 'story', 'face', 'with', 'tear', 'joy', 'face', 'with', 'tear', 'joy']"
don39t forget china doesn39t have a 3 trillion war debt and nothing to show for it but death and destruction belt and road not a bullet fired,2021-12-30T02:53:06Z,youtube,12,2021,-0.9035,Negative,"['don39t', 'forget', 'china', 'doesn39t', '3', 'trillion', 'war', 'debt', 'nothing', 'show', 'death', 'destruction', 'belt', 'road', 'not', 'bullet', 'fired']"
i have pcos and i remembered how i felt when the doctor told me it will be very hard for me to conceive but  all to the glory of god that after using dr akho herbal on youtube natural infective herbal medication am a mother of four kids  thank you doctor for making me a fruitful woman four leaf clover two hearts,2021-12-29T02:21:29Z,youtube,12,2021,0,Neutral,"['pcos', 'remembered', 'felt', 'doctor', 'told', 'hard', 'conceive', 'glory', 'god', 'using', 'dr', 'akho', 'herbal', 'youtube', 'natural', 'infective', 'herbal', 'medication', 'mother', 'four', 'kid', 'thank', 'doctor', 'making', 'fruitful', 'woman', 'four', 'leaf', 'clover', 'two', 'heart']"
you have more news on china than any other country seems like having sleepless nights,2021-12-29T00:14:58Z,youtube,12,2021,0,Neutral,"['news', 'china', 'country', 'seems', 'like', 'sleepless', 'night']"
china doesnt care to rule the world the just want to be the richestgreediest in the world no one will ever defeat usa america always wins  flexed biceps,2021-12-28T19:39:46Z,youtube,12,2021,-0.4268,Negative,"['china', 'doesnt', 'care', 'rule', 'world', 'want', 'richestgreediest', 'world', 'no', 'one', 'ever', 'defeat', 'usa', 'america', 'always', 'win', 'flexed', 'biceps']"
ah the red dragon is on the move and hungry do shakes hands and looks braway do one thing but implies the opposite go figure,2021-12-26T19:12:58Z,youtube,12,2021,0,Neutral,"['ah', 'red', 'dragon', 'move', 'hungry', 'shake', 'hand', 'look', 'braway', 'one', 'thing', 'implies', 'opposite', 'go', 'figure']"
this channel doesn t like china very much does it bralso we don t call viruses per their place of origin anymore since 2009 we use their protein structure plus the year they were first identified,2021-12-25T15:22:31Z,youtube,12,2021,0,Neutral,"['channel', 'like', 'china', 'much', 'bralso', 'call', 'virus', 'per', 'place', 'origin', 'anymore', 'since', '2009', 'use', 'protein', 'structure', 'plus', 'year', 'first', 'identified']"
salty much,2021-12-23T06:04:11Z,youtube,12,2021,0,Neutral,"['salty', 'much']"
oh but  qht not show us the plan for world domination by global britain braukus  was not born yesterday but was hatched under the rulership of england39s 3 queens  elizabeth1   victoria   elizabeth 2 remember brittannia rules the waves  queen of the sea  empress of india  ruler of the greatest empire the world has wver known br oh yes she plundered  5 continents bras well as making an immoral claim to my country suid afrika  where for 200 years she has used her english language as a  weapon of mass destruction against the indigenous afrikaans people of sorh africa  the witch hunt continues to this day brtell the world about th t,2021-12-23T05:16:56Z,youtube,12,2021,0,Neutral,"['oh', 'qht', 'not', 'show', 'u', 'plan', 'world', 'domination', 'global', 'britain', 'braukus', 'not', 'born', 'yesterday', 'hatched', 'rulership', 'england39s', '3', 'queen', 'elizabeth1', 'victoria', 'elizabeth', '2', 'remember', 'brittannia', 'rule', 'wave', 'queen', 'sea', 'empress', 'india', 'ruler', 'greatest', 'empire', 'world', 'wver', 'known', 'br', 'oh', 'yes', 'plundered', '5', 'continent', 'bra', 'well', 'making', 'immoral', 'claim', 'country', 'suid', 'afrika', '200', 'year', 'used', 'english', 'language', 'weapon', 'mass', 'destruction', 'against', 'indigenous', 'afrikaans', 'people', 'sorh', 'africa', 'witch', 'hunt', 'continues', 'day', 'brtell', 'world', 'th']"
